link_id, from_tile_id, from_pos_idx, to_tile_id, to_pos_idx, control_radius_percent, color, ref_color, opacity
l4974,tile8,534,tile0,506,0.3, ,c8,0.1
l4975,tile0,506,tile6,570,0.3, ,c0,0.1
l4976,tile6,570,tile2,544,0.3, ,c6,0.1
l4977,tile2,544,tile4,555,0.3, ,c2,0.1
l4978,tile4,555,tile6,571,0.3, ,c4,0.1
l4979,tile6,571,tile4,556,0.3, ,c6,0.1
l4980,tile4,556,tile3,515,0.3, ,c4,0.1
l4981,tile3,515,tile6,572,0.3, ,c3,0.1
l4982,tile6,572,tile2,545,0.3, ,c6,0.1
l4983,tile2,545,tile6,573,0.3, ,c2,0.1
l4984,tile6,573,tile7,545,0.3, ,c6,0.1
l4985,tile7,545,tile9,569,0.3, ,c7,0.1
l4986,tile9,569,tile4,557,0.3, ,c9,0.1
l4987,tile4,557,tile5,570,0.3, ,c4,0.1
l4988,tile5,570,tile6,574,0.3, ,c5,0.1
l4989,tile6,574,tile1,581,0.3, ,c6,0.1
l4990,tile1,581,tile2,546,0.3, ,c1,0.1
l4991,tile2,546,tile7,546,0.3, ,c2,0.1
l4992,tile7,546,tile5,571,0.3, ,c7,0.1
l4993,tile5,571,tile3,516,0.3, ,c5,0.1
l4994,tile3,516,tile1,582,0.3, ,c3,0.1
l4995,tile1,582,tile8,535,0.3, ,c1,0.1
l4996,tile8,535,tile1,583,0.3, ,c8,0.1
l4997,tile1,583,tile3,517,0.3, ,c1,0.1
l4998,tile3,517,tile4,558,0.3, ,c3,0.1
l4999,tile4,558,tile0,507,0.3, ,c4,0.1
l5000,tile0,507,tile7,547,0.3, ,c0,0.1
l5001,tile7,547,tile8,536,0.3, ,c7,0.1
l5002,tile8,536,tile3,518,0.3, ,c8,0.1
l5003,tile3,519,tile0,508,0.3, ,c3,0.1
l5004,tile0,508,tile3,520,0.3, ,c0,0.1
l5005,tile3,521,tile6,575,0.3, ,c3,0.1
l5006,tile6,575,tile2,547,0.3, ,c6,0.1
l5007,tile2,547,tile5,572,0.3, ,c2,0.1
l5008,tile5,572,tile4,559,0.3, ,c5,0.1
l5009,tile4,559,tile2,548,0.3, ,c4,0.1
l5010,tile2,548,tile3,522,0.3, ,c2,0.1
l5011,tile3,522,tile2,549,0.3, ,c3,0.1
l5012,tile2,549,tile7,548,0.3, ,c2,0.1
l5013,tile7,548,tile8,537,0.3, ,c7,0.1
l5014,tile8,537,tile3,523,0.3, ,c8,0.1
l5015,tile3,523,tile9,570,0.3, ,c3,0.1
l5016,tile9,570,tile4,560,0.3, ,c9,0.1
l5017,tile4,561,tile9,571,0.3, ,c4,0.1
l5018,tile9,571,tile7,549,0.3, ,c9,0.1
l5019,tile7,549,tile5,573,0.3, ,c7,0.1
l5020,tile5,573,tile3,524,0.3, ,c5,0.1
l5021,tile3,524,tile8,538,0.3, ,c3,0.1
l5022,tile8,538,tile2,550,0.3, ,c8,0.1
l5023,tile2,550,tile4,562,0.3, ,c2,0.1
l5024,tile4,562,tile3,525,0.3, ,c4,0.1
l5025,tile3,525,tile7,550,0.3, ,c3,0.1
l5026,tile7,550,tile2,551,0.3, ,c7,0.1
l5027,tile2,551,tile0,509,0.3, ,c2,0.1
l5028,tile0,509,tile5,574,0.3, ,c0,0.1
l5029,tile5,574,tile8,539,0.3, ,c5,0.1
l5030,tile8,539,tile3,526,0.3, ,c8,0.1
l5031,tile3,526,tile5,575,0.3, ,c3,0.1
l5032,tile5,575,tile3,527,0.3, ,c5,0.1
l5033,tile3,527,tile1,584,0.3, ,c3,0.1
l5034,tile1,585,tile4,563,0.3, ,c1,0.1
l5035,tile4,563,tile7,551,0.3, ,c4,0.1
l5036,tile7,552,tile1,586,0.3, ,c7,0.1
l5037,tile1,587,tile9,572,0.3, ,c1,0.1
l5038,tile9,573,tile2,552,0.3, ,c9,0.1
l5039,tile2,552,tile6,576,0.3, ,c2,0.1
l5040,tile6,576,tile0,510,0.3, ,c6,0.1
l5041,tile0,510,tile6,577,0.3, ,c0,0.1
l5042,tile6,577,tile3,528,0.3, ,c6,0.1
l5043,tile3,528,tile8,540,0.3, ,c3,0.1
l5044,tile8,540,tile1,588,0.3, ,c8,0.1
l5045,tile1,588,tile3,529,0.3, ,c1,0.1
l5046,tile3,530,tile4,564,0.3, ,c3,0.1
l5047,tile4,564,tile6,578,0.3, ,c4,0.1
l5048,tile6,578,tile7,553,0.3, ,c6,0.1
l5049,tile7,554,tile6,579,0.3, ,c7,0.1
l5050,tile6,579,tile8,541,0.3, ,c6,0.1
l5051,tile8,541,tile7,555,0.3, ,c8,0.1
l5052,tile7,555,tile9,574,0.3, ,c7,0.1
l5053,tile9,574,tile6,580,0.3, ,c9,0.1
l5054,tile6,580,tile9,575,0.3, ,c6,0.1
l5055,tile9,575,tile5,576,0.3, ,c9,0.1
l5056,tile5,576,tile9,576,0.3, ,c5,0.1
l5057,tile9,576,tile7,556,0.3, ,c9,0.1
l5058,tile7,556,tile0,511,0.3, ,c7,0.1
l5059,tile0,511,tile3,531,0.3, ,c0,0.1
l5060,tile3,531,tile0,512,0.3, ,c3,0.1
l5061,tile0,512,tile9,577,0.3, ,c0,0.1
l5062,tile9,577,tile8,542,0.3, ,c9,0.1
l5063,tile8,542,tile3,532,0.3, ,c8,0.1
l5064,tile3,533,tile9,578,0.3, ,c3,0.1
l5065,tile9,578,tile1,589,0.3, ,c9,0.1
l5066,tile1,589,tile3,534,0.3, ,c1,0.1
l5067,tile3,534,tile0,513,0.3, ,c3,0.1
l5068,tile0,513,tile7,557,0.3, ,c0,0.1
l5069,tile7,558,tile1,590,0.3, ,c7,0.1
l5070,tile1,590,tile0,514,0.3, ,c1,0.1
l5071,tile0,514,tile9,579,0.3, ,c0,0.1
l5072,tile9,579,tile8,543,0.3, ,c9,0.1
l5073,tile8,543,tile7,559,0.3, ,c8,0.1
l5074,tile7,559,tile0,515,0.3, ,c7,0.1
l5075,tile0,515,tile4,565,0.3, ,c0,0.1
l5076,tile4,565,tile0,516,0.3, ,c4,0.1
l5077,tile0,516,tile8,544,0.3, ,c0,0.1
l5078,tile8,544,tile5,577,0.3, ,c8,0.1
l5079,tile5,577,tile9,580,0.3, ,c5,0.1
l5080,tile9,580,tile1,591,0.3, ,c9,0.1
l5081,tile1,591,tile3,535,0.3, ,c1,0.1
l5082,tile3,536,tile7,560,0.3, ,c3,0.1
l5083,tile7,560,tile4,566,0.3, ,c7,0.1
l5084,tile4,566,tile6,581,0.3, ,c4,0.1
l5085,tile6,581,tile4,567,0.3, ,c6,0.1
l5086,tile4,567,tile1,592,0.3, ,c4,0.1
l5087,tile1,592,tile4,568,0.3, ,c1,0.1
l5088,tile4,569,tile2,553,0.3, ,c4,0.1
l5089,tile2,553,tile8,545,0.3, ,c2,0.1
l5090,tile8,545,tile2,554,0.3, ,c8,0.1
l5091,tile2,555,tile7,561,0.3, ,c2,0.1
l5092,tile7,562,tile2,556,0.3, ,c7,0.1
l5093,tile2,556,tile6,582,0.3, ,c2,0.1
l5094,tile6,582,tile3,537,0.3, ,c6,0.1
l5095,tile3,537,tile4,570,0.3, ,c3,0.1
l5096,tile4,570,tile6,583,0.3, ,c4,0.1
l5097,tile6,583,tile5,578,0.3, ,c6,0.1
l5098,tile5,578,tile9,581,0.3, ,c5,0.1
l5099,tile9,581,tile4,571,0.3, ,c9,0.1
l5100,tile4,571,tile7,563,0.3, ,c4,0.1
l5101,tile7,563,tile0,517,0.3, ,c7,0.1
l5102,tile0,517,tile4,572,0.3, ,c0,0.1
l5103,tile4,572,tile7,564,0.3, ,c4,0.1
l5104,tile7,564,tile4,573,0.3, ,c7,0.1
l5105,tile4,573,tile5,579,0.3, ,c4,0.1
l5106,tile5,579,tile8,546,0.3, ,c5,0.1
l5107,tile8,546,tile7,565,0.3, ,c8,0.1
l5108,tile7,565,tile8,547,0.3, ,c7,0.1
l5109,tile8,547,tile4,574,0.3, ,c8,0.1
l5110,tile4,574,tile7,566,0.3, ,c4,0.1
l5111,tile7,567,tile8,548,0.3, ,c7,0.1
l5112,tile8,548,tile7,568,0.3, ,c8,0.1
l5113,tile7,568,tile2,557,0.3, ,c7,0.1
l5114,tile2,557,tile0,518,0.3, ,c2,0.1
l5115,tile0,518,tile1,593,0.3, ,c0,0.1
l5116,tile1,593,tile9,582,0.3, ,c1,0.1
l5117,tile9,582,tile2,558,0.3, ,c9,0.1
l5118,tile2,558,tile7,569,0.3, ,c2,0.1
l5119,tile7,570,tile1,594,0.3, ,c7,0.1
l5120,tile1,594,tile5,580,0.3, ,c1,0.1
l5121,tile5,580,tile2,559,0.3, ,c5,0.1
l5122,tile2,559,tile8,549,0.3, ,c2,0.1
l5123,tile8,549,tile0,519,0.3, ,c8,0.1
l5124,tile0,519,tile7,571,0.3, ,c0,0.1
l5125,tile7,571,tile3,538,0.3, ,c7,0.1
l5126,tile3,538,tile1,595,0.3, ,c3,0.1
l5127,tile1,595,tile7,572,0.3, ,c1,0.1
l5128,tile7,572,tile6,584,0.3, ,c7,0.1
l5129,tile6,584,tile7,573,0.3, ,c6,0.1
l5130,tile7,573,tile9,583,0.3, ,c7,0.1
l5131,tile9,583,tile0,520,0.3, ,c9,0.1
l5132,tile0,520,tile7,574,0.3, ,c0,0.1
l5133,tile7,575,tile0,521,0.3, ,c7,0.1
l5134,tile0,521,tile7,576,0.3, ,c0,0.1
l5135,tile7,576,tile1,596,0.3, ,c7,0.1
l5136,tile1,596,tile5,581,0.3, ,c1,0.1
l5137,tile5,581,tile7,577,0.3, ,c5,0.1
l5138,tile7,577,tile2,560,0.3, ,c7,0.1
l5139,tile2,560,tile1,597,0.3, ,c2,0.1
l5140,tile1,597,tile3,539,0.3, ,c1,0.1
l5141,tile3,539,tile4,575,0.3, ,c3,0.1
l5142,tile4,577,tile7,578,0.3, ,c4,0.1
l5143,tile7,578,tile3,540,0.3, ,c7,0.1
l5144,tile3,540,tile0,522,0.3, ,c3,0.1
l5145,tile0,522,tile6,585,0.3, ,c0,0.1
l5146,tile6,585,tile0,523,0.3, ,c6,0.1
l5147,tile0,523,tile5,582,0.3, ,c0,0.1
l5148,tile5,582,tile7,579,0.3, ,c5,0.1
l5149,tile7,579,tile0,524,0.3, ,c7,0.1
l5150,tile0,525,tile7,580,0.3, ,c0,0.1
l5151,tile7,580,tile3,541,0.3, ,c7,0.1
l5152,tile3,542,tile4,578,0.3, ,c3,0.1
l5153,tile4,578,tile9,584,0.3, ,c4,0.1
l5154,tile9,584,tile2,561,0.3, ,c9,0.1
l5155,tile2,561,tile4,579,0.3, ,c2,0.1
l5156,tile4,579,tile3,543,0.3, ,c4,0.1
l5157,tile3,543,tile6,586,0.3, ,c3,0.1
l5158,tile6,586,tile9,585,0.3, ,c6,0.1
l5159,tile9,585,tile3,544,0.3, ,c9,0.1
l5160,tile3,544,tile1,598,0.3, ,c3,0.1
l5161,tile1,599,tile3,545,0.3, ,c1,0.1
l5162,tile3,545,tile8,550,0.3, ,c3,0.1
l5163,tile8,550,tile3,546,0.3, ,c8,0.1
l5164,tile3,546,tile5,583,0.3, ,c3,0.1
l5165,tile5,583,tile0,526,0.3, ,c5,0.1
l5166,tile0,526,tile4,580,0.3, ,c0,0.1
l5167,tile4,580,tile9,586,0.3, ,c4,0.1
l5168,tile9,586,tile3,547,0.3, ,c9,0.1
l5169,tile3,547,tile1,600,0.3, ,c3,0.1
l5170,tile1,600,tile6,587,0.3, ,c1,0.1
l5171,tile6,587,tile3,548,0.3, ,c6,0.1
l5172,tile3,548,tile1,601,0.3, ,c3,0.1
l5173,tile1,601,tile2,562,0.3, ,c1,0.1
l5174,tile2,562,tile8,551,0.3, ,c2,0.1
l5175,tile8,551,tile4,581,0.3, ,c8,0.1
l5176,tile4,581,tile0,527,0.3, ,c4,0.1
l5177,tile0,527,tile4,582,0.3, ,c0,0.1
l5178,tile4,582,tile2,563,0.3, ,c4,0.1
l5179,tile2,563,tile5,584,0.3, ,c2,0.1
l5180,tile5,584,tile1,602,0.3, ,c5,0.1
l5181,tile1,602,tile2,564,0.3, ,c1,0.1
l5182,tile2,564,tile1,603,0.3, ,c2,0.1
l5183,tile1,603,tile9,587,0.3, ,c1,0.1
l5184,tile9,587,tile2,565,0.3, ,c9,0.1
l5185,tile2,565,tile5,585,0.3, ,c2,0.1
l5186,tile5,585,tile6,588,0.3, ,c5,0.1
l5187,tile6,588,tile5,586,0.3, ,c6,0.1
l5188,tile5,586,tile1,604,0.3, ,c5,0.1
l5189,tile1,604,tile7,581,0.3, ,c1,0.1
l5190,tile7,581,tile9,588,0.3, ,c7,0.1
l5191,tile9,588,tile8,552,0.3, ,c9,0.1
l5192,tile8,552,tile0,528,0.3, ,c8,0.1
l5193,tile0,528,tile6,589,0.3, ,c0,0.1
l5194,tile6,589,tile9,589,0.3, ,c6,0.1
l5195,tile9,589,tile4,583,0.3, ,c9,0.1
l5196,tile4,583,tile1,605,0.3, ,c4,0.1
l5197,tile1,606,tile3,549,0.3, ,c1,0.1
l5198,tile3,549,tile5,587,0.3, ,c3,0.1
l5199,tile5,587,tile2,566,0.3, ,c5,0.1
l5200,tile2,566,tile8,553,0.3, ,c2,0.1
l5201,tile8,553,tile0,529,0.3, ,c8,0.1
l5202,tile0,529,tile1,607,0.3, ,c0,0.1
l5203,tile1,607,tile3,550,0.3, ,c1,0.1
l5204,tile3,550,tile1,608,0.3, ,c3,0.1
l5205,tile1,608,tile4,584,0.3, ,c1,0.1
l5206,tile4,584,tile7,582,0.3, ,c4,0.1
l5207,tile7,582,tile0,530,0.3, ,c7,0.1
l5208,tile0,530,tile1,609,0.3, ,c0,0.1
l5209,tile1,609,tile3,551,0.3, ,c1,0.1
l5210,tile3,551,tile0,531,0.3, ,c3,0.1
l5211,tile0,531,tile4,585,0.3, ,c0,0.1
l5212,tile4,585,tile7,583,0.3, ,c4,0.1
l5213,tile7,583,tile8,554,0.3, ,c7,0.1
l5214,tile8,554,tile1,610,0.3, ,c8,0.1
l5215,tile1,610,tile6,590,0.3, ,c1,0.1
l5216,tile6,590,tile4,586,0.3, ,c6,0.1
l5217,tile4,586,tile3,552,0.3, ,c4,0.1
l5218,tile3,552,tile7,584,0.3, ,c3,0.1
l5219,tile7,584,tile8,555,0.3, ,c7,0.1
l5220,tile8,556,tile5,588,0.3, ,c8,0.1
l5221,tile5,588,tile1,611,0.3, ,c5,0.1
l5222,tile1,611,tile8,557,0.3, ,c1,0.1
l5223,tile8,557,tile5,589,0.3, ,c8,0.1
l5224,tile5,589,tile2,567,0.3, ,c5,0.1
l5225,tile2,567,tile9,590,0.3, ,c2,0.1
l5226,tile9,590,tile0,532,0.3, ,c9,0.1
l5227,tile0,532,tile9,591,0.3, ,c0,0.1
l5228,tile9,591,tile2,568,0.3, ,c9,0.1
l5229,tile2,568,tile8,558,0.3, ,c2,0.1
l5230,tile8,558,tile5,590,0.3, ,c8,0.1
l5231,tile5,590,tile4,587,0.3, ,c5,0.1
l5232,tile4,587,tile5,591,0.3, ,c4,0.1
l5233,tile5,591,tile2,569,0.3, ,c5,0.1
l5234,tile2,569,tile0,533,0.3, ,c2,0.1
l5235,tile0,533,tile1,612,0.3, ,c0,0.1
l5236,tile1,613,tile6,591,0.3, ,c1,0.1
l5237,tile6,591,tile5,592,0.3, ,c6,0.1
l5238,tile5,592,tile8,559,0.3, ,c5,0.1
l5239,tile8,559,tile3,553,0.3, ,c8,0.1
l5240,tile3,553,tile9,592,0.3, ,c3,0.1
l5241,tile9,592,tile3,554,0.3, ,c9,0.1
l5242,tile3,554,tile4,588,0.3, ,c3,0.1
l5243,tile4,588,tile1,614,0.3, ,c4,0.1
l5244,tile1,614,tile9,593,0.3, ,c1,0.1
l5245,tile9,593,tile6,592,0.3, ,c9,0.1
l5246,tile6,592,tile5,593,0.3, ,c6,0.1
l5247,tile5,593,tile6,593,0.3, ,c5,0.1
l5248,tile6,593,tile2,570,0.3, ,c6,0.1
l5249,tile2,570,tile1,615,0.3, ,c2,0.1
l5250,tile1,615,tile3,555,0.3, ,c1,0.1
l5251,tile3,555,tile4,589,0.3, ,c3,0.1
l5252,tile4,589,tile9,594,0.3, ,c4,0.1
l5253,tile9,594,tile1,616,0.3, ,c9,0.1
l5254,tile1,616,tile4,590,0.3, ,c1,0.1
l5255,tile4,590,tile3,556,0.3, ,c4,0.1
l5256,tile3,556,tile4,591,0.3, ,c3,0.1
l5257,tile4,591,tile1,617,0.3, ,c4,0.1
l5258,tile1,617,tile5,594,0.3, ,c1,0.1
l5259,tile5,594,tile9,595,0.3, ,c5,0.1
l5260,tile9,595,tile5,595,0.3, ,c9,0.1
l5261,tile5,595,tile6,594,0.3, ,c5,0.1
l5262,tile6,594,tile2,571,0.3, ,c6,0.1
l5263,tile2,571,tile5,596,0.3, ,c2,0.1
l5264,tile5,596,tile8,560,0.3, ,c5,0.1
l5265,tile8,560,tile6,595,0.3, ,c8,0.1
l5266,tile6,595,tile5,597,0.3, ,c6,0.1
l5267,tile5,597,tile8,561,0.3, ,c5,0.1
l5268,tile8,561,tile6,596,0.3, ,c8,0.1
l5269,tile6,596,tile5,598,0.3, ,c6,0.1
l5270,tile5,599,tile7,585,0.3, ,c5,0.1
l5271,tile7,585,tile0,534,0.3, ,c7,0.1
l5272,tile0,534,tile5,600,0.3, ,c0,0.1
l5273,tile5,601,tile2,572,0.3, ,c5,0.1
l5274,tile2,572,tile6,597,0.3, ,c2,0.1
l5275,tile6,597,tile9,596,0.3, ,c6,0.1
l5276,tile9,596,tile0,535,0.3, ,c9,0.1
l5277,tile0,535,tile4,592,0.3, ,c0,0.1
l5278,tile4,592,tile9,597,0.3, ,c4,0.1
l5279,tile9,597,tile6,598,0.3, ,c9,0.1
l5280,tile6,598,tile5,602,0.3, ,c6,0.1
l5281,tile5,602,tile2,573,0.3, ,c5,0.1
l5282,tile2,573,tile0,536,0.3, ,c2,0.1
l5283,tile0,536,tile9,598,0.3, ,c0,0.1
l5284,tile9,598,tile8,562,0.3, ,c9,0.1
l5285,tile8,562,tile5,603,0.3, ,c8,0.1
l5286,tile5,603,tile8,563,0.3, ,c5,0.1
l5287,tile8,563,tile0,537,0.3, ,c8,0.1
l5288,tile0,537,tile3,557,0.3, ,c0,0.1
l5289,tile3,558,tile8,564,0.3, ,c3,0.1
l5290,tile8,564,tile5,604,0.3, ,c8,0.1
l5291,tile5,604,tile0,538,0.3, ,c5,0.1
l5292,tile0,538,tile7,586,0.3, ,c0,0.1
l5293,tile7,586,tile2,574,0.3, ,c7,0.1
l5294,tile2,575,tile4,593,0.3, ,c2,0.1
l5295,tile4,593,tile2,576,0.3, ,c4,0.1
l5296,tile2,576,tile6,599,0.3, ,c2,0.1
l5297,tile6,599,tile4,594,0.3, ,c6,0.1
l5298,tile4,594,tile8,565,0.3, ,c4,0.1
l5299,tile8,565,tile2,577,0.3, ,c8,0.1
l5300,tile2,577,tile9,599,0.3, ,c2,0.1
l5301,tile9,599,tile3,559,0.3, ,c9,0.1
l5302,tile3,559,tile9,600,0.3, ,c3,0.1
l5303,tile9,600,tile7,587,0.3, ,c9,0.1
l5304,tile7,587,tile2,578,0.3, ,c7,0.1
l5305,tile2,578,tile8,566,0.3, ,c2,0.1
l5306,tile8,566,tile5,605,0.3, ,c8,0.1
l5307,tile5,605,tile8,567,0.3, ,c5,0.1
l5308,tile8,567,tile4,595,0.3, ,c8,0.1
l5309,tile4,595,tile7,588,0.3, ,c4,0.1
l5310,tile7,588,tile8,568,0.3, ,c7,0.1
l5311,tile8,568,tile3,560,0.3, ,c8,0.1
l5312,tile3,560,tile1,618,0.3, ,c3,0.1
l5313,tile1,618,tile6,600,0.3, ,c1,0.1
l5314,tile6,600,tile3,561,0.3, ,c6,0.1
l5315,tile3,561,tile0,539,0.3, ,c3,0.1
l5316,tile0,539,tile5,606,0.3, ,c0,0.1
l5317,tile5,606,tile7,589,0.3, ,c5,0.1
l5318,tile7,592,tile5,607,0.3, ,c7,0.1
l5319,tile5,607,tile6,601,0.3, ,c5,0.1
l5320,tile6,601,tile0,540,0.3, ,c6,0.1
l5321,tile0,540,tile6,602,0.3, ,c0,0.1
l5322,tile6,602,tile8,569,0.3, ,c6,0.1
l5323,tile8,571,tile7,593,0.3, ,c8,0.1
l5324,tile7,593,tile6,603,0.3, ,c7,0.1
l5325,tile6,603,tile4,596,0.3, ,c6,0.1
l5326,tile4,597,tile6,604,0.3, ,c4,0.1
l5327,tile6,604,tile2,579,0.3, ,c6,0.1
l5328,tile2,579,tile4,598,0.3, ,c2,0.1
l5329,tile4,598,tile8,572,0.3, ,c4,0.1
l5330,tile8,572,tile2,580,0.3, ,c8,0.1
l5331,tile2,580,tile4,599,0.3, ,c2,0.1
l5332,tile4,599,tile6,605,0.3, ,c4,0.1
l5333,tile6,605,tile8,573,0.3, ,c6,0.1
l5334,tile8,573,tile5,608,0.3, ,c8,0.1
l5335,tile5,608,tile7,594,0.3, ,c5,0.1
l5336,tile7,594,tile9,601,0.3, ,c7,0.1
l5337,tile9,601,tile2,581,0.3, ,c9,0.1
l5338,tile2,581,tile6,606,0.3, ,c2,0.1
l5339,tile6,606,tile0,541,0.3, ,c6,0.1
l5340,tile0,541,tile3,562,0.3, ,c0,0.1
l5341,tile3,562,tile9,602,0.3, ,c3,0.1
l5342,tile9,602,tile5,609,0.3, ,c9,0.1
l5343,tile5,609,tile3,563,0.3, ,c5,0.1
l5344,tile3,563,tile5,610,0.3, ,c3,0.1
l5345,tile5,610,tile2,582,0.3, ,c5,0.1
l5346,tile2,582,tile7,595,0.3, ,c2,0.1
l5347,tile7,596,tile3,564,0.3, ,c7,0.1
l5348,tile3,564,tile4,600,0.3, ,c3,0.1
l5349,tile4,600,tile8,574,0.3, ,c4,0.1
l5350,tile8,574,tile0,542,0.3, ,c8,0.1
l5351,tile0,542,tile3,565,0.3, ,c0,0.1
l5352,tile3,565,tile0,543,0.3, ,c3,0.1
l5353,tile0,543,tile4,601,0.3, ,c0,0.1
l5354,tile4,601,tile8,575,0.3, ,c4,0.1
l5355,tile8,575,tile0,544,0.3, ,c8,0.1
l5356,tile0,544,tile2,583,0.3, ,c0,0.1
l5357,tile2,583,tile9,603,0.3, ,c2,0.1
l5358,tile9,603,tile0,545,0.3, ,c9,0.1
l5359,tile0,546,tile5,611,0.3, ,c0,0.1
l5360,tile5,611,tile8,576,0.3, ,c5,0.1
l5361,tile8,576,tile7,597,0.3, ,c8,0.1
l5362,tile7,597,tile6,607,0.3, ,c7,0.1
l5363,tile6,607,tile0,547,0.3, ,c6,0.1
l5364,tile0,547,tile7,598,0.3, ,c0,0.1
l5365,tile7,598,tile5,612,0.3, ,c7,0.1
l5366,tile5,612,tile8,577,0.3, ,c5,0.1
l5367,tile8,577,tile2,584,0.3, ,c8,0.1
l5368,tile2,584,tile5,613,0.3, ,c2,0.1
l5369,tile5,613,tile1,619,0.3, ,c5,0.1
l5370,tile1,619,tile0,548,0.3, ,c1,0.1
l5371,tile0,548,tile4,602,0.3, ,c0,0.1
l5372,tile4,602,tile7,599,0.3, ,c4,0.1
l5373,tile7,599,tile4,603,0.3, ,c7,0.1
l5374,tile4,603,tile7,600,0.3, ,c4,0.1
l5375,tile7,600,tile0,549,0.3, ,c7,0.1
l5376,tile0,549,tile9,604,0.3, ,c0,0.1
l5377,tile9,604,tile1,620,0.3, ,c9,0.1
l5378,tile1,620,tile6,608,0.3, ,c1,0.1
l5379,tile6,608,tile4,604,0.3, ,c6,0.1
l5380,tile4,604,tile3,566,0.3, ,c4,0.1
l5381,tile3,566,tile9,605,0.3, ,c3,0.1
l5382,tile9,605,tile6,609,0.3, ,c9,0.1
l5383,tile6,609,tile1,621,0.3, ,c6,0.1
l5384,tile1,621,tile3,567,0.3, ,c1,0.1
l5385,tile3,567,tile6,610,0.3, ,c3,0.1
l5386,tile6,610,tile2,585,0.3, ,c6,0.1
l5387,tile2,585,tile6,611,0.3, ,c2,0.1
l5388,tile6,611,tile7,601,0.3, ,c6,0.1
l5389,tile7,601,tile6,612,0.3, ,c7,0.1
l5390,tile6,612,tile0,550,0.3, ,c6,0.1
l5391,tile0,550,tile4,605,0.3, ,c0,0.1
l5392,tile4,606,tile9,606,0.3, ,c4,0.1
l5393,tile9,606,tile2,586,0.3, ,c9,0.1
l5394,tile2,586,tile5,614,0.3, ,c2,0.1
l5395,tile5,614,tile6,613,0.3, ,c5,0.1
l5396,tile6,613,tile2,587,0.3, ,c6,0.1
l5397,tile2,587,tile7,602,0.3, ,c2,0.1
l5398,tile7,602,tile4,607,0.3, ,c7,0.1
l5399,tile4,607,tile2,588,0.3, ,c4,0.1
l5400,tile2,588,tile0,551,0.3, ,c2,0.1
l5401,tile0,551,tile4,608,0.3, ,c0,0.1
l5402,tile4,608,tile2,589,0.3, ,c4,0.1
l5403,tile2,589,tile0,552,0.3, ,c2,0.1
l5404,tile0,552,tile8,578,0.3, ,c0,0.1
l5405,tile8,578,tile3,568,0.3, ,c8,0.1
l5406,tile3,568,tile2,590,0.3, ,c3,0.1
l5407,tile2,590,tile0,553,0.3, ,c2,0.1
l5408,tile0,553,tile8,579,0.3, ,c0,0.1
l5409,tile8,579,tile5,615,0.3, ,c8,0.1
l5410,tile5,615,tile6,614,0.3, ,c5,0.1
l5411,tile6,615,tile1,622,0.3, ,c6,0.1
l5412,tile1,623,tile9,607,0.3, ,c1,0.1
l5413,tile9,607,tile0,554,0.3, ,c9,0.1
l5414,tile0,554,tile6,616,0.3, ,c0,0.1
l5415,tile6,616,tile2,591,0.3, ,c6,0.1
l5416,tile2,591,tile5,616,0.3, ,c2,0.1
l5417,tile5,616,tile4,609,0.3, ,c5,0.1
l5418,tile4,609,tile5,617,0.3, ,c4,0.1
l5419,tile5,617,tile4,610,0.3, ,c5,0.1
l5420,tile4,610,tile3,569,0.3, ,c4,0.1
l5421,tile3,570,tile7,603,0.3, ,c3,0.1
l5422,tile7,603,tile2,592,0.3, ,c7,0.1
l5423,tile2,592,tile1,624,0.3, ,c2,0.1
l5424,tile1,624,tile3,571,0.3, ,c1,0.1
l5425,tile3,571,tile1,625,0.3, ,c3,0.1
l5426,tile1,625,tile5,618,0.3, ,c1,0.1
l5427,tile5,618,tile3,572,0.3, ,c5,0.1
l5428,tile3,572,tile5,619,0.3, ,c3,0.1
l5429,tile5,619,tile9,608,0.3, ,c5,0.1
l5430,tile9,608,tile5,620,0.3, ,c9,0.1
l5431,tile5,620,tile8,580,0.3, ,c5,0.1
l5432,tile8,580,tile4,611,0.3, ,c8,0.1
l5433,tile4,611,tile5,621,0.3, ,c4,0.1
l5434,tile5,621,tile0,555,0.3, ,c5,0.1
l5435,tile0,555,tile6,617,0.3, ,c0,0.1
l5436,tile6,617,tile8,581,0.3, ,c6,0.1
l5437,tile8,581,tile7,604,0.3, ,c8,0.1
l5438,tile7,605,tile2,593,0.3, ,c7,0.1
l5439,tile2,593,tile4,612,0.3, ,c2,0.1
l5440,tile4,612,tile6,618,0.3, ,c4,0.1
l5441,tile6,618,tile0,556,0.3, ,c6,0.1
l5442,tile0,556,tile2,594,0.3, ,c0,0.1
l5443,tile2,594,tile9,609,0.3, ,c2,0.1
l5444,tile9,609,tile0,557,0.3, ,c9,0.1
l5445,tile0,557,tile1,626,0.3, ,c0,0.1
l5446,tile1,626,tile6,619,0.3, ,c1,0.1
l5447,tile6,619,tile1,627,0.3, ,c6,0.1
l5448,tile1,627,tile8,582,0.3, ,c1,0.1
l5449,tile8,582,tile7,606,0.3, ,c8,0.1
l5450,tile7,606,tile6,620,0.3, ,c7,0.1
l5451,tile6,621,tile7,607,0.3, ,c6,0.1
l5452,tile7,607,tile9,610,0.3, ,c7,0.1
l5453,tile9,610,tile5,622,0.3, ,c9,0.1
