link_id, from_tile_id, from_pos_idx, to_tile_id, to_pos_idx, control_radius_percent, color, ref_color, opacity
l499,tile9,57,tile8,55,0.3, ,c9,0.1
l500,tile8,55,tile6,55,0.3, ,c8,0.1
l501,tile6,55,tile0,50,0.3, ,c6,0.1
l502,tile0,50,tile9,58,0.3, ,c0,0.1
l503,tile9,58,tile4,59,0.3, ,c9,0.1
l504,tile4,59,tile3,59,0.3, ,c4,0.1
l505,tile3,59,tile7,41,0.3, ,c3,0.1
l506,tile7,41,tile0,51,0.3, ,c7,0.1
l507,tile0,51,tile2,59,0.3, ,c0,0.1
l508,tile2,59,tile7,42,0.3, ,c2,0.1
l509,tile7,43,tile0,52,0.3, ,c7,0.1
l510,tile0,52,tile5,52,0.3, ,c0,0.1
l511,tile5,52,tile3,60,0.3, ,c5,0.1
l512,tile3,60,tile9,59,0.3, ,c3,0.1
l513,tile9,59,tile2,60,0.3, ,c9,0.1
l514,tile2,60,tile1,62,0.3, ,c2,0.1
l515,tile1,62,tile7,44,0.3, ,c1,0.1
l516,tile7,44,tile1,63,0.3, ,c7,0.1
l517,tile1,63,tile7,45,0.3, ,c1,0.1
l518,tile7,45,tile6,56,0.3, ,c7,0.1
l519,tile6,56,tile2,61,0.3, ,c6,0.1
l520,tile2,61,tile9,60,0.3, ,c2,0.1
l521,tile9,60,tile3,61,0.3, ,c9,0.1
l522,tile3,61,tile1,64,0.3, ,c3,0.1
l523,tile1,64,tile7,46,0.3, ,c1,0.1
l524,tile7,46,tile6,57,0.3, ,c7,0.1
l525,tile6,57,tile7,47,0.3, ,c6,0.1
l526,tile7,47,tile5,53,0.3, ,c7,0.1
l527,tile5,53,tile2,62,0.3, ,c5,0.1
l528,tile2,62,tile3,62,0.3, ,c2,0.1
l529,tile3,62,tile8,56,0.3, ,c3,0.1
l530,tile8,56,tile4,60,0.3, ,c8,0.1
l531,tile4,60,tile6,58,0.3, ,c4,0.1
l532,tile6,58,tile7,48,0.3, ,c6,0.1
l533,tile7,48,tile4,61,0.3, ,c7,0.1
l534,tile4,61,tile8,57,0.3, ,c4,0.1
l535,tile8,57,tile1,65,0.3, ,c8,0.1
l536,tile1,65,tile8,58,0.3, ,c1,0.1
l537,tile8,58,tile4,62,0.3, ,c8,0.1
l538,tile4,62,tile6,59,0.3, ,c4,0.1
l539,tile6,59,tile7,49,0.3, ,c6,0.1
l540,tile7,49,tile6,60,0.3, ,c7,0.1
l541,tile6,61,tile9,61,0.3, ,c6,0.1
l542,tile9,61,tile4,63,0.3, ,c9,0.1
l543,tile4,63,tile0,53,0.3, ,c4,0.1
l544,tile0,53,tile5,54,0.3, ,c0,0.1
l545,tile5,54,tile1,66,0.3, ,c5,0.1
l546,tile1,66,tile3,63,0.3, ,c1,0.1
l547,tile3,63,tile2,63,0.3, ,c3,0.1
l548,tile2,63,tile0,54,0.3, ,c2,0.1
l549,tile0,56,tile5,55,0.3, ,c0,0.1
l550,tile5,55,tile6,62,0.3, ,c5,0.1
l551,tile6,62,tile8,59,0.3, ,c6,0.1
l552,tile8,59,tile1,67,0.3, ,c8,0.1
l553,tile1,67,tile2,64,0.3, ,c1,0.1
l554,tile2,64,tile7,50,0.3, ,c2,0.1
l555,tile7,50,tile1,68,0.3, ,c7,0.1
l556,tile1,68,tile4,64,0.3, ,c1,0.1
l557,tile4,64,tile5,56,0.3, ,c4,0.1
l558,tile5,56,tile2,65,0.3, ,c5,0.1
l559,tile2,65,tile6,63,0.3, ,c2,0.1
l560,tile6,63,tile3,64,0.3, ,c6,0.1
l561,tile3,64,tile5,57,0.3, ,c3,0.1
l562,tile5,57,tile6,64,0.3, ,c5,0.1
l563,tile6,64,tile0,57,0.3, ,c6,0.1
l564,tile0,57,tile8,60,0.3, ,c0,0.1
l565,tile8,60,tile2,66,0.3, ,c8,0.1
l566,tile2,66,tile7,51,0.3, ,c2,0.1
l567,tile7,52,tile8,61,0.3, ,c7,0.1
l568,tile8,61,tile5,58,0.3, ,c8,0.1
l569,tile5,58,tile7,53,0.3, ,c5,0.1
l570,tile7,54,tile1,69,0.3, ,c7,0.1
l571,tile1,69,tile3,65,0.3, ,c1,0.1
l572,tile3,65,tile4,65,0.3, ,c3,0.1
l573,tile4,65,tile2,67,0.3, ,c4,0.1
l574,tile2,67,tile7,55,0.3, ,c2,0.1
l575,tile7,55,tile5,59,0.3, ,c7,0.1
l576,tile5,59,tile7,56,0.3, ,c5,0.1
l577,tile7,57,tile8,62,0.3, ,c7,0.1
l578,tile8,62,tile9,62,0.3, ,c8,0.1
l579,tile9,62,tile6,65,0.3, ,c9,0.1
l580,tile6,65,tile0,58,0.3, ,c6,0.1
l581,tile0,58,tile9,63,0.3, ,c0,0.1
l582,tile9,63,tile1,70,0.3, ,c9,0.1
l583,tile1,70,tile7,58,0.3, ,c1,0.1
l584,tile7,58,tile3,66,0.3, ,c7,0.1
l585,tile3,66,tile6,66,0.3, ,c3,0.1
l586,tile6,66,tile3,67,0.3, ,c6,0.1
l587,tile3,67,tile7,59,0.3, ,c3,0.1
l588,tile7,59,tile1,71,0.3, ,c7,0.1
l589,tile1,71,tile7,60,0.3, ,c1,0.1
l590,tile7,60,tile8,63,0.3, ,c7,0.1
l591,tile8,63,tile7,61,0.3, ,c8,0.1
l592,tile7,61,tile2,68,0.3, ,c7,0.1
l593,tile2,68,tile1,72,0.3, ,c2,0.1
l594,tile1,72,tile4,66,0.3, ,c1,0.1
l595,tile4,66,tile6,67,0.3, ,c4,0.1
l596,tile6,67,tile8,64,0.3, ,c6,0.1
l597,tile8,64,tile4,67,0.3, ,c8,0.1
l598,tile4,68,tile0,59,0.3, ,c4,0.1
l599,tile0,59,tile9,64,0.3, ,c0,0.1
l600,tile9,64,tile0,60,0.3, ,c9,0.1
l601,tile0,60,tile1,73,0.3, ,c0,0.1
l602,tile1,73,tile2,69,0.3, ,c1,0.1
l603,tile2,70,tile4,69,0.3, ,c2,0.1
l604,tile4,69,tile9,65,0.3, ,c4,0.1
l605,tile9,65,tile5,60,0.3, ,c9,0.1
l606,tile5,60,tile3,68,0.3, ,c5,0.1
l607,tile3,68,tile4,70,0.3, ,c3,0.1
l608,tile4,70,tile3,69,0.3, ,c4,0.1
l609,tile3,69,tile0,61,0.3, ,c3,0.1
l610,tile0,61,tile1,74,0.3, ,c0,0.1
l611,tile1,74,tile4,71,0.3, ,c1,0.1
l612,tile4,71,tile6,68,0.3, ,c4,0.1
l613,tile6,68,tile5,61,0.3, ,c6,0.1
l614,tile5,61,tile4,72,0.3, ,c5,0.1
l615,tile4,72,tile9,66,0.3, ,c4,0.1
l616,tile9,66,tile5,62,0.3, ,c9,0.1
l617,tile5,62,tile8,65,0.3, ,c5,0.1
l618,tile8,65,tile5,63,0.3, ,c8,0.1
l619,tile5,63,tile3,70,0.3, ,c5,0.1
l620,tile3,70,tile7,62,0.3, ,c3,0.1
l621,tile7,62,tile1,75,0.3, ,c7,0.1
l622,tile1,75,tile0,62,0.3, ,c1,0.1
l623,tile0,62,tile5,64,0.3, ,c0,0.1
l624,tile5,64,tile0,63,0.3, ,c5,0.1
l625,tile0,63,tile7,63,0.3, ,c0,0.1
l626,tile7,63,tile9,67,0.3, ,c7,0.1
l627,tile9,67,tile2,71,0.3, ,c9,0.1
l628,tile2,72,tile7,64,0.3, ,c2,0.1
l629,tile7,64,tile9,68,0.3, ,c7,0.1
l630,tile9,68,tile6,69,0.3, ,c9,0.1
l631,tile6,69,tile8,66,0.3, ,c6,0.1
l632,tile8,66,tile9,69,0.3, ,c8,0.1
l633,tile9,69,tile2,73,0.3, ,c9,0.1
l634,tile2,73,tile5,65,0.3, ,c2,0.1
l635,tile5,65,tile8,67,0.3, ,c5,0.1
l636,tile8,67,tile9,70,0.3, ,c8,0.1
l637,tile9,70,tile2,74,0.3, ,c9,0.1
l638,tile2,74,tile3,71,0.3, ,c2,0.1
l639,tile3,71,tile5,66,0.3, ,c3,0.1
l640,tile5,66,tile4,73,0.3, ,c5,0.1
l641,tile4,73,tile2,75,0.3, ,c4,0.1
l642,tile2,75,tile0,64,0.3, ,c2,0.1
l643,tile0,64,tile1,76,0.3, ,c0,0.1
l644,tile1,76,tile9,71,0.3, ,c1,0.1
l645,tile9,72,tile5,67,0.3, ,c9,0.1
l646,tile5,67,tile6,70,0.3, ,c5,0.1
l647,tile6,70,tile1,77,0.3, ,c6,0.1
l648,tile1,78,tile2,76,0.3, ,c1,0.1
l649,tile2,76,tile1,79,0.3, ,c2,0.1
l650,tile1,79,tile2,77,0.3, ,c1,0.1
l651,tile2,77,tile9,73,0.3, ,c2,0.1
l652,tile9,73,tile0,65,0.3, ,c9,0.1
l653,tile0,65,tile2,78,0.3, ,c0,0.1
l654,tile2,78,tile1,80,0.3, ,c2,0.1
l655,tile1,80,tile9,74,0.3, ,c1,0.1
l656,tile9,74,tile6,71,0.3, ,c9,0.1
l657,tile6,71,tile0,66,0.3, ,c6,0.1
l658,tile0,66,tile8,68,0.3, ,c0,0.1
l659,tile8,68,tile6,72,0.3, ,c8,0.1
l660,tile6,72,tile4,74,0.3, ,c6,0.1
l661,tile4,74,tile0,67,0.3, ,c4,0.1
l662,tile0,67,tile3,72,0.3, ,c0,0.1
l663,tile3,72,tile4,75,0.3, ,c3,0.1
l664,tile4,76,tile1,81,0.3, ,c4,0.1
l665,tile1,81,tile8,69,0.3, ,c1,0.1
l666,tile8,69,tile1,82,0.3, ,c8,0.1
l667,tile1,82,tile5,68,0.3, ,c1,0.1
l668,tile5,68,tile9,75,0.3, ,c5,0.1
l669,tile9,75,tile8,70,0.3, ,c9,0.1
l670,tile8,70,tile1,83,0.3, ,c8,0.1
l671,tile1,83,tile3,73,0.3, ,c1,0.1
l672,tile3,73,tile6,73,0.3, ,c3,0.1
l673,tile6,73,tile2,79,0.3, ,c6,0.1
l674,tile2,79,tile9,76,0.3, ,c2,0.1
l675,tile9,76,tile7,65,0.3, ,c9,0.1
l676,tile7,66,tile4,77,0.3, ,c7,0.1
l677,tile4,77,tile7,67,0.3, ,c4,0.1
l678,tile7,68,tile1,84,0.3, ,c7,0.1
l679,tile1,84,tile3,74,0.3, ,c1,0.1
l680,tile3,74,tile0,68,0.3, ,c3,0.1
l681,tile0,68,tile9,77,0.3, ,c0,0.1
l682,tile9,78,tile6,74,0.3, ,c9,0.1
l683,tile6,74,tile0,69,0.3, ,c6,0.1
l684,tile0,69,tile5,69,0.3, ,c0,0.1
l685,tile5,69,tile1,85,0.3, ,c5,0.1
l686,tile1,85,tile8,71,0.3, ,c1,0.1
l687,tile8,71,tile7,69,0.3, ,c8,0.1
l688,tile7,69,tile0,70,0.3, ,c7,0.1
l689,tile0,70,tile7,70,0.3, ,c0,0.1
l690,tile7,70,tile2,80,0.3, ,c7,0.1
l691,tile2,80,tile1,86,0.3, ,c2,0.1
l692,tile1,87,tile3,75,0.3, ,c1,0.1
l693,tile3,75,tile4,78,0.3, ,c3,0.1
l694,tile4,78,tile9,79,0.3, ,c4,0.1
l695,tile9,84,tile8,72,0.3, ,c9,0.1
l696,tile8,72,tile3,76,0.3, ,c8,0.1
l697,tile3,76,tile7,71,0.3, ,c3,0.1
l698,tile7,71,tile2,81,0.3, ,c7,0.1
l699,tile2,81,tile9,85,0.3, ,c2,0.1
l700,tile9,85,tile7,72,0.3, ,c9,0.1
l701,tile7,72,tile8,73,0.3, ,c7,0.1
l702,tile8,73,tile0,71,0.3, ,c8,0.1
l703,tile0,71,tile4,79,0.3, ,c0,0.1
l704,tile4,79,tile9,86,0.3, ,c4,0.1
l705,tile9,87,tile5,70,0.3, ,c9,0.1
l706,tile5,70,tile1,88,0.3, ,c5,0.1
l707,tile1,88,tile0,72,0.3, ,c1,0.1
l708,tile0,72,tile5,71,0.3, ,c0,0.1
l709,tile5,71,tile9,88,0.3, ,c5,0.1
l710,tile9,88,tile7,73,0.3, ,c9,0.1
l711,tile7,73,tile3,77,0.3, ,c7,0.1
l712,tile3,77,tile1,89,0.3, ,c3,0.1
l713,tile1,89,tile7,74,0.3, ,c1,0.1
l714,tile7,74,tile3,78,0.3, ,c7,0.1
l715,tile3,78,tile2,82,0.3, ,c3,0.1
l716,tile2,82,tile8,74,0.3, ,c2,0.1
l717,tile8,74,tile1,90,0.3, ,c8,0.1
l718,tile1,90,tile6,75,0.3, ,c1,0.1
l719,tile6,75,tile0,73,0.3, ,c6,0.1
l720,tile0,73,tile9,89,0.3, ,c0,0.1
l721,tile9,89,tile6,76,0.3, ,c9,0.1
l722,tile6,76,tile3,79,0.3, ,c6,0.1
l723,tile3,79,tile1,91,0.3, ,c3,0.1
l724,tile1,91,tile8,75,0.3, ,c1,0.1
l725,tile8,75,tile5,72,0.3, ,c8,0.1
l726,tile5,72,tile9,90,0.3, ,c5,0.1
l727,tile9,90,tile5,73,0.3, ,c9,0.1
l728,tile5,73,tile0,74,0.3, ,c5,0.1
l729,tile0,74,tile2,83,0.3, ,c0,0.1
l730,tile2,83,tile4,80,0.3, ,c2,0.1
l731,tile4,81,tile5,74,0.3, ,c4,0.1
l732,tile5,74,tile9,91,0.3, ,c5,0.1
l733,tile9,91,tile4,82,0.3, ,c9,0.1
l734,tile4,82,tile5,75,0.3, ,c4,0.1
l735,tile5,76,tile3,80,0.3, ,c5,0.1
l736,tile3,80,tile4,83,0.3, ,c3,0.1
l737,tile4,83,tile6,77,0.3, ,c4,0.1
l738,tile6,77,tile9,92,0.3, ,c6,0.1
l739,tile9,92,tile0,75,0.3, ,c9,0.1
l740,tile0,75,tile8,76,0.3, ,c0,0.1
l741,tile8,76,tile3,81,0.3, ,c8,0.1
l742,tile3,81,tile0,76,0.3, ,c3,0.1
l743,tile0,76,tile2,84,0.3, ,c0,0.1
l744,tile2,84,tile6,78,0.3, ,c2,0.1
l745,tile6,78,tile4,84,0.3, ,c6,0.1
l746,tile4,84,tile2,85,0.3, ,c4,0.1
l747,tile2,85,tile5,77,0.3, ,c2,0.1
l748,tile5,77,tile2,86,0.3, ,c5,0.1
l749,tile2,87,tile3,82,0.3, ,c2,0.1
l750,tile3,82,tile0,77,0.3, ,c3,0.1
l751,tile0,77,tile8,77,0.3, ,c0,0.1
l752,tile8,77,tile2,88,0.3, ,c8,0.1
l753,tile2,88,tile5,78,0.3, ,c2,0.1
l754,tile5,78,tile3,83,0.3, ,c5,0.1
l755,tile3,84,tile4,85,0.3, ,c3,0.1
l756,tile4,86,tile6,79,0.3, ,c4,0.1
l757,tile6,79,tile8,78,0.3, ,c6,0.1
l758,tile8,78,tile5,79,0.3, ,c8,0.1
l759,tile5,79,tile0,78,0.3, ,c5,0.1
l760,tile0,78,tile3,85,0.3, ,c0,0.1
l761,tile3,85,tile5,80,0.3, ,c3,0.1
l762,tile5,80,tile2,89,0.3, ,c5,0.1
l763,tile2,89,tile6,80,0.3, ,c2,0.1
l764,tile6,80,tile1,92,0.3, ,c6,0.1
l765,tile1,92,tile9,93,0.3, ,c1,0.1
l766,tile9,93,tile3,86,0.3, ,c9,0.1
l767,tile3,86,tile1,93,0.3, ,c3,0.1
l768,tile1,94,tile8,79,0.3, ,c1,0.1
l769,tile8,80,tile1,95,0.3, ,c8,0.1
l770,tile1,95,tile7,75,0.3, ,c1,0.1
l771,tile7,75,tile1,96,0.3, ,c7,0.1
l772,tile1,96,tile0,79,0.3, ,c1,0.1
l773,tile0,79,tile1,97,0.3, ,c0,0.1
l774,tile1,97,tile0,80,0.3, ,c1,0.1
l775,tile0,82,tile3,87,0.3, ,c0,0.1
l776,tile3,87,tile1,98,0.3, ,c3,0.1
l777,tile1,98,tile3,88,0.3, ,c1,0.1
l778,tile3,88,tile7,76,0.3, ,c3,0.1
l779,tile7,76,tile8,81,0.3, ,c7,0.1
l780,tile8,81,tile3,89,0.3, ,c8,0.1
l781,tile3,89,tile8,82,0.3, ,c3,0.1
l782,tile8,82,tile7,77,0.3, ,c8,0.1
l783,tile7,77,tile5,81,0.3, ,c7,0.1
l784,tile5,81,tile2,90,0.3, ,c5,0.1
l785,tile2,90,tile8,83,0.3, ,c2,0.1
l786,tile8,84,tile6,81,0.3, ,c8,0.1
l787,tile6,81,tile5,82,0.3, ,c6,0.1
l788,tile5,82,tile8,85,0.3, ,c5,0.1
l789,tile8,85,tile7,78,0.3, ,c8,0.1
l790,tile7,78,tile5,83,0.3, ,c7,0.1
l791,tile5,83,tile3,90,0.3, ,c5,0.1
l792,tile3,91,tile2,91,0.3, ,c3,0.1
l793,tile2,91,tile0,83,0.3, ,c2,0.1
l794,tile0,83,tile8,86,0.3, ,c0,0.1
l795,tile8,86,tile3,92,0.3, ,c8,0.1
l796,tile3,92,tile8,87,0.3, ,c3,0.1
l797,tile8,87,tile1,99,0.3, ,c8,0.1
l798,tile1,99,tile4,87,0.3, ,c1,0.1
l799,tile4,87,tile2,92,0.3, ,c4,0.1
l800,tile2,92,tile0,84,0.3, ,c2,0.1
l801,tile0,84,tile6,82,0.3, ,c0,0.1
l802,tile6,82,tile1,100,0.3, ,c6,0.1
l803,tile1,100,tile7,79,0.3, ,c1,0.1
l804,tile7,79,tile1,101,0.3, ,c7,0.1
l805,tile1,101,tile7,80,0.3, ,c1,0.1
l806,tile7,81,tile6,83,0.3, ,c7,0.1
l807,tile6,84,tile9,94,0.3, ,c6,0.1
l808,tile9,94,tile1,102,0.3, ,c9,0.1
l809,tile1,102,tile4,88,0.3, ,c1,0.1
l810,tile4,88,tile7,82,0.3, ,c4,0.1
l811,tile7,82,tile3,93,0.3, ,c7,0.1
l812,tile3,93,tile0,85,0.3, ,c3,0.1
l813,tile0,85,tile3,94,0.3, ,c0,0.1
l814,tile3,94,tile5,84,0.3, ,c3,0.1
l815,tile5,84,tile9,95,0.3, ,c5,0.1
l816,tile9,95,tile8,88,0.3, ,c9,0.1
l817,tile8,88,tile2,93,0.3, ,c8,0.1
l818,tile2,93,tile5,85,0.3, ,c2,0.1
l819,tile5,85,tile3,95,0.3, ,c5,0.1
l820,tile3,95,tile4,89,0.3, ,c3,0.1
l821,tile4,89,tile9,96,0.3, ,c4,0.1
l822,tile9,96,tile0,86,0.3, ,c9,0.1
l823,tile0,86,tile4,90,0.3, ,c0,0.1
l824,tile4,90,tile2,94,0.3, ,c4,0.1
l825,tile2,94,tile8,89,0.3, ,c2,0.1
l826,tile8,89,tile7,83,0.3, ,c8,0.1
l827,tile7,83,tile5,86,0.3, ,c7,0.1
l828,tile5,87,tile4,91,0.3, ,c5,0.1
l829,tile4,91,tile6,85,0.3, ,c4,0.1
l830,tile6,85,tile8,90,0.3, ,c6,0.1
l831,tile8,90,tile7,84,0.3, ,c8,0.1
l832,tile7,84,tile3,96,0.3, ,c7,0.1
l833,tile3,96,tile1,103,0.3, ,c3,0.1
l834,tile1,104,tile5,88,0.3, ,c1,0.1
l835,tile5,88,tile9,97,0.3, ,c5,0.1
l836,tile9,97,tile5,89,0.3, ,c9,0.1
l837,tile5,89,tile6,86,0.3, ,c5,0.1
l838,tile6,86,tile2,95,0.3, ,c6,0.1
l839,tile2,95,tile8,91,0.3, ,c2,0.1
l840,tile8,91,tile6,87,0.3, ,c8,0.1
l841,tile6,87,tile3,97,0.3, ,c6,0.1
l842,tile3,97,tile8,92,0.3, ,c3,0.1
l843,tile8,93,tile2,96,0.3, ,c8,0.1
l844,tile2,96,tile3,98,0.3, ,c2,0.1
l845,tile3,98,tile5,90,0.3, ,c3,0.1
l846,tile5,90,tile3,99,0.3, ,c5,0.1
l847,tile3,99,tile7,85,0.3, ,c3,0.1
l848,tile7,85,tile8,94,0.3, ,c7,0.1
l849,tile8,94,tile7,86,0.3, ,c8,0.1
l850,tile7,86,tile5,91,0.3, ,c7,0.1
l851,tile5,91,tile9,98,0.3, ,c5,0.1
l852,tile9,98,tile3,100,0.3, ,c9,0.1
l853,tile3,100,tile7,87,0.3, ,c3,0.1
l854,tile7,87,tile5,92,0.3, ,c7,0.1
l855,tile5,92,tile1,105,0.3, ,c5,0.1
l856,tile1,105,tile9,99,0.3, ,c1,0.1
l857,tile9,99,tile5,93,0.3, ,c9,0.1
l858,tile5,93,tile7,88,0.3, ,c5,0.1
l859,tile7,89,tile8,95,0.3, ,c7,0.1
l860,tile8,95,tile1,106,0.3, ,c8,0.1
l861,tile1,106,tile8,96,0.3, ,c1,0.1
l862,tile8,96,tile5,94,0.3, ,c8,0.1
l863,tile5,94,tile7,90,0.3, ,c5,0.1
l864,tile7,91,tile8,97,0.3, ,c7,0.1
l865,tile8,97,tile0,87,0.3, ,c8,0.1
l866,tile0,87,tile5,95,0.3, ,c0,0.1
l867,tile5,95,tile3,101,0.3, ,c5,0.1
l868,tile3,101,tile2,97,0.3, ,c3,0.1
l869,tile2,97,tile1,107,0.3, ,c2,0.1
l870,tile1,107,tile7,92,0.3, ,c1,0.1
l871,tile7,92,tile1,108,0.3, ,c7,0.1
l872,tile1,108,tile2,98,0.3, ,c1,0.1
l873,tile2,99,tile6,88,0.3, ,c2,0.1
l874,tile6,88,tile8,98,0.3, ,c6,0.1
l875,tile8,98,tile0,88,0.3, ,c8,0.1
l876,tile0,88,tile6,89,0.3, ,c0,0.1
l877,tile6,90,tile1,109,0.3, ,c6,0.1
l878,tile1,109,tile3,102,0.3, ,c1,0.1
l879,tile3,102,tile0,89,0.3, ,c3,0.1
l880,tile0,90,tile1,110,0.3, ,c0,0.1
l881,tile1,110,tile9,100,0.3, ,c1,0.1
l882,tile9,100,tile2,100,0.3, ,c9,0.1
l883,tile2,100,tile7,93,0.3, ,c2,0.1
l884,tile7,93,tile8,99,0.3, ,c7,0.1
l885,tile8,99,tile7,94,0.3, ,c8,0.1
l886,tile7,94,tile6,91,0.3, ,c7,0.1
l887,tile6,92,tile1,111,0.3, ,c6,0.1
l888,tile1,113,tile9,101,0.3, ,c1,0.1
l889,tile9,101,tile5,96,0.3, ,c9,0.1
l890,tile5,96,tile9,102,0.3, ,c5,0.1
l891,tile9,102,tile0,91,0.3, ,c9,0.1
l892,tile0,91,tile9,103,0.3, ,c0,0.1
l893,tile9,103,tile2,101,0.3, ,c9,0.1
l894,tile2,101,tile1,114,0.3, ,c2,0.1
l895,tile1,114,tile6,93,0.3, ,c1,0.1
l896,tile6,93,tile4,92,0.3, ,c6,0.1
l897,tile4,92,tile2,102,0.3, ,c4,0.1
l898,tile2,102,tile0,92,0.3, ,c2,0.1
l899,tile0,92,tile1,115,0.3, ,c0,0.1
l900,tile1,115,tile9,104,0.3, ,c1,0.1
l901,tile9,104,tile8,100,0.3, ,c9,0.1
l902,tile8,100,tile9,105,0.3, ,c8,0.1
l903,tile9,105,tile3,103,0.3, ,c9,0.1
l904,tile3,103,tile8,101,0.3, ,c3,0.1
l905,tile8,101,tile0,93,0.3, ,c8,0.1
l906,tile0,93,tile9,106,0.3, ,c0,0.1
l907,tile9,106,tile5,97,0.3, ,c9,0.1
l908,tile5,97,tile2,103,0.3, ,c5,0.1
l909,tile2,103,tile5,98,0.3, ,c2,0.1
l910,tile5,98,tile7,95,0.3, ,c5,0.1
l911,tile7,95,tile2,104,0.3, ,c7,0.1
l912,tile2,104,tile0,94,0.3, ,c2,0.1
l913,tile0,94,tile1,116,0.3, ,c0,0.1
l914,tile1,116,tile0,95,0.3, ,c1,0.1
l915,tile0,95,tile6,94,0.3, ,c0,0.1
l916,tile6,94,tile5,99,0.3, ,c6,0.1
l917,tile5,99,tile4,93,0.3, ,c5,0.1
l918,tile4,93,tile8,102,0.3, ,c4,0.1
l919,tile8,102,tile5,100,0.3, ,c8,0.1
l920,tile5,100,tile8,103,0.3, ,c5,0.1
l921,tile8,103,tile6,95,0.3, ,c8,0.1
l922,tile6,95,tile3,104,0.3, ,c6,0.1
l923,tile3,104,tile2,105,0.3, ,c3,0.1
l924,tile2,105,tile7,96,0.3, ,c2,0.1
l925,tile7,96,tile8,104,0.3, ,c7,0.1
l926,tile8,105,tile6,96,0.3, ,c8,0.1
l927,tile6,96,tile5,101,0.3, ,c6,0.1
l928,tile5,101,tile9,107,0.3, ,c5,0.1
l929,tile9,107,tile3,105,0.3, ,c9,0.1
l930,tile3,105,tile6,97,0.3, ,c3,0.1
l931,tile6,97,tile1,117,0.3, ,c6,0.1
l932,tile1,117,tile5,102,0.3, ,c1,0.1
l933,tile5,102,tile3,106,0.3, ,c5,0.1
l934,tile3,107,tile8,106,0.3, ,c3,0.1
l935,tile8,106,tile1,118,0.3, ,c8,0.1
l936,tile1,118,tile8,107,0.3, ,c1,0.1
l937,tile8,107,tile2,106,0.3, ,c8,0.1
l938,tile2,106,tile7,97,0.3, ,c2,0.1
l939,tile7,97,tile9,108,0.3, ,c7,0.1
l940,tile9,108,tile6,98,0.3, ,c9,0.1
l941,tile6,98,tile8,108,0.3, ,c6,0.1
l942,tile8,108,tile2,107,0.3, ,c8,0.1
l943,tile2,107,tile3,108,0.3, ,c2,0.1
l944,tile3,108,tile0,96,0.3, ,c3,0.1
l945,tile0,96,tile3,109,0.3, ,c0,0.1
l946,tile3,109,tile0,97,0.3, ,c3,0.1
l947,tile0,97,tile1,119,0.3, ,c0,0.1
l948,tile1,119,tile9,109,0.3, ,c1,0.1
l949,tile9,109,tile5,103,0.3, ,c9,0.1
l950,tile5,103,tile2,108,0.3, ,c5,0.1
l951,tile2,108,tile0,98,0.3, ,c2,0.1
l952,tile0,98,tile3,110,0.3, ,c0,0.1
l953,tile3,110,tile5,104,0.3, ,c3,0.1
l954,tile5,104,tile3,111,0.3, ,c5,0.1
l955,tile3,111,tile0,99,0.3, ,c3,0.1
l956,tile0,99,tile1,120,0.3, ,c0,0.1
l957,tile1,120,tile8,109,0.3, ,c1,0.1
l958,tile8,109,tile5,105,0.3, ,c8,0.1
l959,tile5,105,tile2,109,0.3, ,c5,0.1
l960,tile2,109,tile9,110,0.3, ,c2,0.1
l961,tile9,110,tile6,99,0.3, ,c9,0.1
l962,tile6,99,tile8,110,0.3, ,c6,0.1
l963,tile8,110,tile9,111,0.3, ,c8,0.1
l964,tile9,112,tile5,106,0.3, ,c9,0.1
l965,tile5,106,tile7,98,0.3, ,c5,0.1
l966,tile7,99,tile3,112,0.3, ,c7,0.1
l967,tile3,112,tile6,100,0.3, ,c3,0.1
l968,tile6,100,tile2,110,0.3, ,c6,0.1
l969,tile2,111,tile5,107,0.3, ,c2,0.1
l970,tile5,107,tile9,113,0.3, ,c5,0.1
l971,tile9,114,tile4,94,0.3, ,c9,0.1
l972,tile4,94,tile1,121,0.3, ,c4,0.1
l973,tile1,121,tile3,113,0.3, ,c1,0.1
l974,tile3,113,tile8,111,0.3, ,c3,0.1
l975,tile8,111,tile9,115,0.3, ,c8,0.1
l976,tile9,115,tile1,122,0.3, ,c9,0.1
l977,tile1,122,tile2,112,0.3, ,c1,0.1
l978,tile2,112,tile4,95,0.3, ,c2,0.1
l979,tile4,95,tile9,116,0.3, ,c4,0.1
l980,tile9,116,tile7,100,0.3, ,c9,0.1
l981,tile7,100,tile2,113,0.3, ,c7,0.1
l982,tile2,113,tile1,123,0.3, ,c2,0.1
l983,tile1,123,tile7,101,0.3, ,c1,0.1
l984,tile7,102,tile5,108,0.3, ,c7,0.1
l985,tile5,108,tile2,114,0.3, ,c5,0.1
l986,tile2,114,tile8,112,0.3, ,c2,0.1
l987,tile8,112,tile3,114,0.3, ,c8,0.1
l988,tile3,114,tile4,96,0.3, ,c3,0.1
l989,tile4,96,tile7,103,0.3, ,c4,0.1
l990,tile7,103,tile9,117,0.3, ,c7,0.1
l991,tile9,117,tile1,124,0.3, ,c9,0.1
l992,tile1,124,tile3,115,0.3, ,c1,0.1
l993,tile3,115,tile1,125,0.3, ,c3,0.1
l994,tile1,125,tile5,109,0.3, ,c1,0.1
l995,tile5,109,tile1,126,0.3, ,c5,0.1
l996,tile1,126,tile5,110,0.3, ,c1,0.1
